Contrato,Dirección Suministro,Uso,M3 Consumidos
6146137,FRAILES 5,DOMESTICO,25
6146139,FRAILES 9,DOMESTICO,20
6146140,FRAILES 9 A,DOMESTICO,8
6146141,FRAILES 13,DOMESTICO,1
6146142,FRAILES 11,DOMESTICO,0
6146143,GABRIEL Y GALAN 5,DOMESTICO,0
6146144,GABRIEL Y GALAN 9,GARAJES,0
6146145,GABRIEL Y GALAN 11,DOMESTICO,41
6146147,GABRIEL Y GALAN 15 A,DOMESTICO,1
6146148,GABRIEL Y GALAN 17 A,DOMESTICO,0
6146149,GABRIEL Y GALAN 17,DOMESTICO,0
6146150,GABRIEL Y GALAN 8,DOMESTICO,19
6146151,GABRIEL Y GALAN 10,DOMESTICO,4
6146152,GABRIEL Y GALAN 12,DOMESTICO,1
6146156,GABRIEL Y GALAN 20 A,DOMESTICO,30
6146157,HERRERIAS 6,DOMESTICO,0
6146158,HERRERIAS 4,DOMESTICO,0
6146159,HERRERIAS 5,DOMESTICO,0
6146160,SATURNINO MARTIN MORENO 3 A,DOMESTICO,50
6146161,HISPANOAMERICA 3,DOMESTICO,6
6146162,HISPANOAMERICA 3 A,DOMESTICO,31
6146164,HISPANOAMERICA 5 A,DOMESTICO,13
6146165,HISPANOAMERICA 7,DOMESTICO,30
6146166,HISPANOAMERICA 9 A,DOMESTICO,17
6146167,HISPANOAMERICA 11,DOMESTICO,15
6146168,HISPANOAMERICA 2,DOMESTICO,26
6146169,HISPANOAMERICA 2 A,DOMESTICO,30
6146170,HISPANOAMERICA 4,DOMESTICO,14
6146171,HISPANOAMERICA 6,DOMESTICO,3
6146172,HISPANOAMERICA 8,DOMESTICO,1
6146173,HISPANOAMERICA 10,DOMESTICO,41
6146174,HISPANOAMERICA 12,DOMESTICO,0
6146175,EJIDO SANTO 16,COMERCIAL,6
6146176,C/ MADRID 1 1º-C,DOMESTICO,9
6146178,IGLESIA 2,DOMESTICO,33
6146179,IGLESIA 4,DOMESTICO,41
6146180,IGLESIA 8,DOMESTICO,0
6146181,IGLESIA 10,DOMESTICO,15
6146182,IGLESIA 12,DOMESTICO,14
6146183,IGLESIA 14,DOMESTICO,0
6146184,IGLESIA 16,DOMESTICO,2
6146185,IGLESIA 16,DOMESTICO,25
6146186,IGLESIA 20,DOMESTICO,16
6146187,IGLESIA 24,DOMESTICO,10
6146188,IGLESIA 26 A,DOMESTICO,11
6146189,IGLESIA 26,DOMESTICO,13
6146190,IGLESIA 1,DOMESTICO,35
6146191,IGLESIA 3,DOMESTICO,20
6146192,IGLESIA 5,DOMESTICO,17
6146193,IGLESIA 7 A,DOMESTICO,1
6146194,IGLESIA 7,DOMESTICO,42
6146195,IGLESIA 9,DOMESTICO,0
6146196,IGLESIA 11,DOMESTICO,14
6146197,IGLESIA 13,DOMESTICO,23
6146198,IGLESIA 6,DOMESTICO,0
6146199,IGLESIA 9 A,DOMESTICO,31
6146200,IGLESIA 3 A,DOMESTICO,21
6146201,ISABEL GARCIA DE LA VEGA 12 B,DOMESTICO,40
6146202,ISABEL GARCIA DE LA VEGA 10,DOMESTICO,7
6146203,LARGA ALTA 3,DOMESTICO,2
6146204,LARGA ALTA 7,INDUSTRIAL,55
6146205,LARGA ALTA 9,DOMESTICO,0
6146206,LARGA ALTA 13 A,DOMESTICO,13
6146207,LARGA ALTA 15,DOMESTICO,9
6146208,PS.DE PESCADORES 14,COMUNIDAD PROPIETARIOS,1
6146210,LARGA ALTA 19,DOMESTICO,1
6146211,LARGA ALTA 19 A,DOMESTICO,29
6146212,LARGA ALTA 21,DOMESTICO,7
6146213,LARGA ALTA 25,DOMESTICO,0
6146214,LARGA ALTA 27 1º-A,DOMESTICO,26
6146215,LARGA ALTA 29,DOMESTICO,15
6146216,LARGA ALTA 31,DOMESTICO,23
6146217,LARGA ALTA 33,COMERCIAL,2
6146218,LARGA ALTA 33,DOMESTICO,11
6146219,LARGA ALTA 35,DOMESTICO,2
6146220,LARGA ALTA 37 A,DOMESTICO,36
6146221,LARGA ALTA 37,DOMESTICO,0
6146222,LARGA ALTA 39 1º,DOMESTICO,10
6146224,LARGA ALTA 41 A,DOMESTICO,13
6146226,LARGA ALTA 45 A,DOMESTICO,3
6146227,LARGA ALTA 45,DOMESTICO,23
6146228,LARGA ALTA 49,DOMESTICO,19
6146229,LARGA ALTA 51,DOMESTICO,13
6146230,LARGA ALTA 57,DOMESTICO,1
6146231,LARGA ALTA 59,DOMESTICO,18
6146232,LARGA ALTA 61,DOMESTICO,23
6146233,LARGA ALTA 67,DOMESTICO,0
6146234,BARRIONUEVO BAJO 43 A,DOMESTICO,31
6146236,LARGA ALTA 79 B,DOMESTICO,6
6146237,LARGA ALTA 81,DOMESTICO,2
6146238,LARGA ALTA 87,DOMESTICO,27
6146240,LARGA ALTA 93,DOMESTICO,5
6146241,LARGA ALTA 95,DOMESTICO,4
6146242,LARGA ALTA 97,DOMESTICO,1
6146243,LARGA ALTA 99,DOMESTICO,24
6146244,LARGA ALTA 103,DOMESTICO,18
6146245,LARGA ALTA 103 A,DOMESTICO,13
6146247,LARGA ALTA 105,DOMESTICO,8
6146252,LARGA ALTA 115,DOMESTICO,26
6146253,PS.EXTREMADURA 1,COMERCIAL,0
6146254,EJIDO SANTO 4,NO DOMESTICO,0
6146255,LARGA ALTA 2,DOMESTICO,2
6146256,LARGA ALTA 4,DOMESTICO,10
6146257,LARGA ALTA 4 A,DOMESTICO,40
6146258,LARGA ALTA 6 A,DOMESTICO,9
6146259,LARGA ALTA 6,COMERCIAL,1
6146260,LARGA ALTA 8,DOMESTICO,14
6146261,LARGA ALTA 10,DOMESTICO,55
6146262,LARGA ALTA 12,DOMESTICO,42
6146263,LARGA ALTA 14,DOMESTICO,14
6146264,LARGA ALTA 16,DOMESTICO,1
6146265,LARGA ALTA 18,DOMESTICO,21
6146266,LARGA ALTA 20 1º,DOMESTICO,0
6146267,LARGA ALTA 22,DOMESTICO,22
6146269,LARGA ALTA 26,DOMESTICO,17
6146270,LARGA ALTA 28,DOMESTICO,17
6146272,LARGA ALTA 30 A,DOMESTICO,20
6146273,LARGA ALTA 36 B,DOMESTICO,13
6146274,LARGA ALTA 38,DOMESTICO,22
6146276,LARGA ALTA 42,DOMESTICO,0
6146278,LARGA ALTA 52,DOMESTICO,3
6146279,LARGA ALTA 54,DOMESTICO,42
6146281,LARGA ALTA 56 A,DOMESTICO,1
6146282,LARGA ALTA 58,DOMESTICO,20
6146283,LARGA ALTA 64,DOMESTICO,28
6146285,LARGA ALTA 66 1º,DOMESTICO,12
6146287,LARGA ALTA 70 A,DOMESTICO,41
6146288,LARGA ALTA 72,DOMESTICO,27
6146289,LARGA ALTA 74,DOMESTICO,0
6146290,LARGA ALTA 76,DOMESTICO,4
6146291,"CURA, DEL 43 A",DOMESTICO,11
6146292,LARGA ALTA 80 1º,DOMESTICO,2
6146293,LARGA ALTA 82,COMERCIAL,26
6146295,LARGA ALTA 86,DOMESTICO,0
6146296,LARGA ALTA 88,DOMESTICO,4
6146297,"CURA, DEL SN",DOMESTICO,42
6146299,LARGA ALTA 94,DOMESTICO,28
6146300,LARGA ALTA 96 1º,DOMESTICO,8
6146301,LARGA ALTA 98,DOMESTICO,29
6146302,LARGA ALTA 100,DOMESTICO,13
6146303,LARGA ALTA 100 2º,DOMESTICO,9
6146304,LARGA ALTA 104,DOMESTICO,0
6146305,LARGA ALTA 106,DOMESTICO,0
6146306,SAN BARTOLOME 2 1º,DOMESTICO,21
6146307,LARGA ALTA 110,DOMESTICO,12
6146308,LARGA ALTA 112,DOMESTICO,13
6146309,LARGA ALTA 114 A,DOMESTICO,19
6146310,LARGA ALTA 114,DOMESTICO,16
6146311,LARGA ALTA 116,DOMESTICO,0
6146313,LARGA ALTA 120 A,DOMESTICO,4
6146314,LARGA ALTA 120,INDUSTRIAL,51
6146316,LARGA ALTA 46 A,DOMESTICO,7
6146317,LARGA ALTA 70,COMERCIAL,3
6146320,LARGA ALTA 36 1º,DOMESTICO,0
6146321,LARGA ALTA 81,DOMESTICO,23
6146324,LARGA BAJA 105,COMERCIAL,32
6146325,LARGA BAJA 99,NO DOMESTICO,2
6146326,LARGA BAJA 101,GARAJES,5
6146327,LARGA BAJA 1,INDUSTRIAL,31
6146330,LARGA BAJA 33,DOMESTICO,2
6146331,"SOLEDAD, RDA. SN",NO DOMESTICO,1
6146332,LARGA BAJA 11,DOMESTICO,1
6146333,LARGA BAJA 11 A,DOMESTICO,7
6146334,LARGA BAJA 15,DOMESTICO,5
6146335,LARGA BAJA 17,DOMESTICO,0
6146336,LARGA BAJA 17 A,DOMESTICO,0
6146337,LARGA BAJA 19,DOMESTICO,0
6146338,LARGA BAJA 21 A,DOMESTICO,38
6146339,LARGA BAJA 21,DOMESTICO,0
6146341,LARGA BAJA 25,DOMESTICO,3
6146342,LARGA BAJA 29,DOMESTICO,16
6146343,LARGA BAJA 35,DOMESTICO,0
6146344,LARGA BAJA 37,DOMESTICO,0
6146345,LARGA BAJA 39,DOMESTICO,10
6146346,LARGA BAJA 45,DOMESTICO,0
6146347,LARGA BAJA 47,DOMESTICO,6
6146348,LARGA BAJA 51,DOMESTICO,9
6146349,LARGA BAJA 51 A,DOMESTICO,1
6146351,LARGA BAJA 53,DOMESTICO,0
6146352,LARGA BAJA 55,DOMESTICO,1
6146353,LARGA BAJA 57,DOMESTICO,19
6146355,LARGA BAJA 61,DOMESTICO,0
6146356,LARGA BAJA 63,DOMESTICO,20
6146357,LARGA BAJA 65,DOMESTICO,5
6146358,LARGA BAJA 67,DOMESTICO,0
6146359,LARGA BAJA 73,DOMESTICO,0
6146360,LARGA BAJA 75,DOMESTICO,1
6146361,LARGA BAJA 79,DOMESTICO,2
6146362,LARGA BAJA 85,DOMESTICO,27
6146364,LARGA BAJA 89,DOMESTICO,78
6146365,LARGA BAJA 2,DOMESTICO,14
6146366,LARGA BAJA 6,DOMESTICO,0
6146367,LARGA BAJA 8,DOMESTICO,3
6146370,LARGA BAJA 16,DOMESTICO,15
6146371,LARGA BAJA 18,INDUSTRIAL,0
6146372,LARGA BAJA 20,DOMESTICO,27
6146373,LARGA BAJA 22,COMERCIAL,22
6146374,LARGA BAJA 24,DOMESTICO,0
6146376,LARGA BAJA 28,DOMESTICO,0
6146377,LARGA BAJA 36,DOMESTICO,4
6146380,LARGA BAJA 42,DOMESTICO,30
6146381,LARGA BAJA 40 A,DOMESTICO,5
6146382,LARGA BAJA 42 A,DOMESTICO,26
6146383,LARGA BAJA 46,DOMESTICO,11
6146385,LARGA BAJA 52,DOMESTICO,16
6146387,LARGA BAJA 58,DOMESTICO,5
6146389,LARGA BAJA 64,DOMESTICO,19
6146390,LARGA BAJA 66,DOMESTICO,0
6146391,LARGA BAJA 68,DOMESTICO,0
6146393,LARGA BAJA 72,DOMESTICO,0
6146395,LARGA BAJA 80,DOMESTICO,0
6146396,PS.DE PESCADORES 2-2-D,DOMESTICO,0
6146397,LARGA BAJA 88,GARAJES,1
6146398,LARGA BAJA 90,DOMESTICO,20
6146399,LARGA BAJA 10,DOMESTICO,15
6146402,LARGA BAJA 27,DOMESTICO,7
6146403,LARGA BAJA 52 A,DOMESTICO,29
6146404,LARGA BAJA 93 A,GARAJES,0
6146405,LARGA BAJA 80 A,DOMESTICO,0
6146406,LARGA BAJA 43,NO DOMESTICO,0
6146407,LOBO SN,GARAJES,1
6146408,LOBO SN,NO DOMESTICO,1
6146409,LOBO SN,GARAJES,0
6146411,LLANADA 3 BA-JO,DOMESTICO,11
6146412,LLANADA 3 A,DOMESTICO,11
6146413,LLANADA 4 A,DOMESTICO,0
6146414,BARRIONUEVO ALTO 87 1º-IZ,DOMESTICO,36
6146415,LLANADA 5,DOMESTICO,46
6146416,LLANADA 6,DOMESTICO,16
6146417,LLANADA 7,DOMESTICO,21
6146418,MACORRILLA 7,DOMESTICO,10
6146420,MACORRILLA 10,DOMESTICO,0
6146421,MACORRILLA 12,DOMESTICO,13
6146422,MACORRILLA 11,DOMESTICO,0
6146423,MACORRILLA 3,DOMESTICO,20
6146424,MALVINAS 1,DOMESTICO,33
6146425,MALVINAS 2,DOMESTICO,3
6146426,MALVINAS 3,DOMESTICO,18
6146427,MALVINAS 5,DOMESTICO,27
6146428,MALVINAS 6,DOMESTICO,33
6146429,MALVINAS 7,DOMESTICO,1
6146430,MALVINAS 8,DOMESTICO,30
6146431,MALVINAS 9,DOMESTICO,0
6146432,MALVINAS 10,DOMESTICO,17
6146434,MALVINAS 12,DOMESTICO,19
6146435,MALVINAS 13,DOMESTICO,8
6146436,MALVINAS 14,DOMESTICO,23
6146437,MALVINAS 15,DOMESTICO,26
6146438,MALVINAS 16,DOMESTICO,31
6146439,MALVINAS 17,DOMESTICO,7
6146440,MALVINAS 18,DOMESTICO,24
6146442,MALVINAS 20,DOMESTICO,30
6146443,MALVINAS 21,DOMESTICO,21
6146444,MALVINAS 22,DOMESTICO,43
6146445,MALVINAS 23,DOMESTICO,6
6146446,MALVINAS 24,DOMESTICO,14
6146447,MALVINAS 25,DOMESTICO,15
6146448,MALVINAS 26,DOMESTICO,13
6146450,MALVINAS 28,DOMESTICO,12
6146451,MALVINAS 29,DOMESTICO,9
6146452,MALVINAS 30,DOMESTICO,15
6146453,MALVINAS 31,DOMESTICO,20
6146454,MALVINAS 32,DOMESTICO,20
6146455,MALVINAS 33,DOMESTICO,1
6146457,MALVINAS 35,DOMESTICO,17
6146459,MALVINAS 38,DOMESTICO,18
6146460,MALVINAS 39,DOMESTICO,9
6146461,MALVINAS 40,DOMESTICO,18
6146462,MALVINAS 41,DOMESTICO,0
6146463,MALVINAS 42,DOMESTICO,14
6146464,MALVINAS 43,DOMESTICO,2
6146465,MALVINAS 44,DOMESTICO,22
6146466,MALVINAS 45,DOMESTICO,21
6146469,MALVINAS 48,DOMESTICO,1
6146470,MALVINAS 49,DOMESTICO,40
6146471,MALVINAS 50,DOMESTICO,24
6146472,MALVINAS 51,DOMESTICO,13
6146473,MALVINAS 52,DOMESTICO,18
6146474,MALVINAS 53,DOMESTICO,23
6146475,MALVINAS 54,DOMESTICO,23
6146476,MALVINAS 55,DOMESTICO,6
6146477,MALVINAS 56,DOMESTICO,13
6146479,MALVINAS 58,DOMESTICO,25
6146480,MALVINAS 59,DOMESTICO,17
6146481,MALVINAS 60,DOMESTICO,35
6146482,MALVINAS 61,DOMESTICO,18
6146483,MALVINAS 62,DOMESTICO,8
6146484,MALVINAS 63,DOMESTICO,28
6146485,MALVINAS 64,DOMESTICO,10
6146486,MALVINAS 65,DOMESTICO,35
6146487,MALVINAS 66,DOMESTICO,26
6146489,MALVINAS 68,DOMESTICO,23
6146490,MALVINAS 69,DOMESTICO,1
6146491,MALVINAS 70,DOMESTICO,40
6146492,MALVINAS 71,DOMESTICO,17
6146494,MALVINAS 73,DOMESTICO,16
6146495,MALVINAS 74,DOMESTICO,11
6146496,MALVINAS 75,DOMESTICO,28
6146497,MALVINAS 76,DOMESTICO,13
6146498,MALVINAS 77,DOMESTICO,13
6146499,MALVINAS 78,DOMESTICO,19
6146500,MALVINAS 79,DOMESTICO,17
6146501,MALVINAS 80,DOMESTICO,25
6146502,MALVINAS 81,DOMESTICO,27
6146503,MALVINAS 82,DOMESTICO,13
6146504,MALVINAS 83,DOMESTICO,1
6146505,MALVINAS 84,DOMESTICO,0
6146506,MALVINAS 85,DOMESTICO,22
6146507,MALVINAS 86,DOMESTICO,16
6146508,MALVINAS 87,DOMESTICO,14
6146509,MALVINAS 88,DOMESTICO,15
6146512,MALVINAS 91,DOMESTICO,10
6146513,MALVINAS 92,DOMESTICO,13
6146514,MALVINAS 93,DOMESTICO,25
6146515,MALVINAS 94,DOMESTICO,28
6146516,MALVINAS 95,DOMESTICO,38
6146517,MALVINAS 96,DOMESTICO,23
6146519,MALVINAS 98,DOMESTICO,18
6146520,MALVINAS 99,DOMESTICO,0
6146521,MALVINAS 100,DOMESTICO,9
6146522,MALVINAS 101,DOMESTICO,16
6146523,MALVINAS 102,DOMESTICO,44
6146524,MALVINAS 103,DOMESTICO,33
6146525,MALVINAS 104,DOMESTICO,9
6146526,MALVINAS 106,DOMESTICO,14
6146527,MALVINAS 107,DOMESTICO,12
6146529,MALVINAS 109,DOMESTICO,21
6146531,MALVINAS 111,DOMESTICO,26
6146532,MALVINAS 112,DOMESTICO,8
6146534,MALVINAS 115,DOMESTICO,19
6146535,MALVINAS 113,DOMESTICO,6
6146537,NUEVA 7,DOMESTICO,17
6146538,NUEVA 2 A,DOMESTICO,44
6146539,NUEVA 9,DOMESTICO,0
6146540,NUEVA 11,DOMESTICO,0
6146541,NUEVA 13,DOMESTICO,26
6146542,NUEVA 15,DOMESTICO,13
6146543,NUEVA 17,DOMESTICO,3
6146544,NUEVA 19,DOMESTICO,2
6146545,NUEVA 21,DOMESTICO,19
6146546,NUEVA 2,DOMESTICO,15
6146550,NUEVA 10,DOMESTICO,16
6146551,NUEVA 10 A,DOMESTICO,18
6146552,NUEVA 18,DOMESTICO,3
6146553,NUEVA 22,DOMESTICO,21
6146554,NUEVA 24,GARAJES,1
6146555,NUEVA 23,DOMESTICO,44
6146556,NUEVA 4 A,DOMESTICO,55
6146557,PAREDES 17,DOMESTICO,0
6146558,PAREDES 21,DOMESTICO,8
6146559,PAREDES 25,DOMESTICO,28
6146560,PAREDES 25 A,DOMESTICO,73
6146561,PAREDES 27,DOMESTICO,18
6146562,PAREDES 27 A,DOMESTICO,16
6146563,PAREDES 29,DOMESTICO,18
6146565,PAREDES 33 A,DOMESTICO,33
6146566,PAREDES 33,DOMESTICO,38
6146568,PAREDES 39,DOMESTICO,1
6146570,PAREDES 43,DOMESTICO,0
6146571,PAREDES 45,DOMESTICO,16
6146572,PAREDES 8 A,DOMESTICO,14
6146573,PAREDES 6,DOMESTICO,21
6146574,PAREDES 10,DOMESTICO,34
6146575,PAREDES 10 A,DOMESTICO,36
6146576,PAREDES 12,DOMESTICO,18
6146577,PAREDES 12 A,DOMESTICO,0
6146578,PAREDES 16,DOMESTICO,0
6146579,PAREDES 16 A,DOMESTICO,0
6146580,PAREDES 18,DOMESTICO,0
6146581,PAREDES 20,DOMESTICO,87
6146582,PAREDES 22,DOMESTICO,40
6146583,PAREDES 24,DOMESTICO,0
6146584,PAREDES 28,DOMESTICO,0
6146585,PAREDES 30,DOMESTICO,12
6146586,PAREDES 32,COMERCIAL,1
6146587,PAREDES 34,DOMESTICO,0
6146588,PAREDES 36,DOMESTICO,5
6146589,PAREDES 38,DOMESTICO,12
6146590,PAREDES 40,DOMESTICO,4
6146592,PAREDES 35 A,DOMESTICO,35
6146593,PAREDES 10 A,DOMESTICO,21
6146594,PAREDES 19 1º-A,DOMESTICO,27
6146595,PAREDES 19 2º-A,DOMESTICO,8
6146596,PAREDES 4,DOMESTICO,60
6146597,PAREDES 17 1º-A,DOMESTICO,0
6146598,PARRA 3,DOMESTICO,0
6146599,PARRA 7,DOMESTICO,23
6146601,PARRA 15,DOMESTICO,3
6146602,PARRA 19,DOMESTICO,11
6146603,PARRA 6,DOMESTICO,17
6146604,PARRA 8,DOMESTICO,19
6146605,PARRA 10 A,DOMESTICO,0
6146607,PARRA 14,DOMESTICO,0
6146608,PARRA 14 A,DOMESTICO,0
6146609,PARRA 18,DOMESTICO,24
6146610,PARRA 18 A,DOMESTICO,18
6146611,PARRA 20,DOMESTICO,9
6146612,PARRA 22,DOMESTICO,3
6146613,PARRA 24,DOMESTICO,11
6146614,PARRA 26,DOMESTICO,12
6146615,"PAZ, LA 1",DOMESTICO,8
6146618,"PAZ, LA 5",DOMESTICO,0
6146620,"PAZ, LA 11",DOMESTICO,19
6146622,"PAZ, LA 15",DOMESTICO,18
6146624,"PAZ, LA 4",DOMESTICO,11
6146625,"PAZ, LA 6",DOMESTICO,2
6146626,"PAZ, LA 8",DOMESTICO,0
6146627,"PAZ, LA 12",DOMESTICO,25
6146628,"PAZ, LA 14",DOMESTICO,0
6146629,"PAZ, LA 14 A",DOMESTICO,16
6146631,"PIZARRO, TRAV. 1",INDUSTRIAL,11
6146632,"PIZARRO, TRAV. 8",DOMESTICO,0
6146634,SAN BLAS 3,DOMESTICO,66
6146635,SAN BLAS 5,DOMESTICO,0
6146636,SAN BLAS 7,DOMESTICO,0
6146637,SAN BLAS 9,DOMESTICO,8
6146638,SAN BLAS 11,DOMESTICO,1
6146639,SAN BLAS 2,DOMESTICO,12
6146640,SAN BLAS 4,DOMESTICO,18
6146641,SAN BLAS 6,DOMESTICO,31
6146642,SAN BLAS 8,DOMESTICO,34
6146643,SAN BLAS 12,DOMESTICO,9
6146644,SAN BENITO 1,DOMESTICO,23
6146645,SAN BENITO 3,DOMESTICO,0
6146647,SAN BENITO 7,DOMESTICO,0
6146648,SAN BENITO 9,DOMESTICO,10
6146650,SAN BENITO 2,DOMESTICO,12
6146651,SAN BENITO 4,DOMESTICO,30
6146652,SAN BENITO 6,DOMESTICO,28
6146654,SAN JUAN 6 1º,DOMESTICO,15
6146656,SANGUINO 17,DOMESTICO,1
6146658,SANGUINO 31,DOMESTICO,5
6146659,SANGUINO 41,DOMESTICO,0
6146660,SANGUINO 43,DOMESTICO,0
6146661,SANGUINO 45,DOMESTICO,13
6146662,SANGUINO 49,DOMESTICO,12
6146663,SANGUINO 51,DOMESTICO,0
6146664,SANGUINO 53,DOMESTICO,0
6146665,SANGUINO 55,COMERCIAL,4
6146666,SANGUINO 57,DOMESTICO,2
6146667,SANGUINO 59,DOMESTICO,16
6146670,SANGUINO 71,DOMESTICO,45
6146671,SANGUINO 73 A,DOMESTICO,12
6146672,SANGUINO 73,DOMESTICO,22
6146673,SANGUINO 75,DOMESTICO,19
6146674,SANGUINO 77,DOMESTICO,0
6146675,SANGUINO 79,DOMESTICO,20
6146676,SANGUINO 79 A,DOMESTICO,0
6146677,SANGUINO 81,DOMESTICO,57
6146678,SANGUINO 83,DOMESTICO,8
6146681,SANGUINO 91 A,DOMESTICO,5
6146683,SANGUINO 99,DOMESTICO,20
6146684,SANGUINO 101,DOMESTICO,4
6146685,SANGUINO 103,DOMESTICO,1
6146686,SANGUINO 4,DOMESTICO,9
6146687,SANGUINO 8,DOMESTICO,16
6146688,SANGUINO 20,DOMESTICO,51
6146689,PLAZA TOROS 18,DOMESTICO,17
6146690,LOBO SN,GARAJES,2
6146692,SANGUINO 36,DOMESTICO,17
6146693,SANGUINO 38,DOMESTICO,1
6146694,SANGUINO 40,DOMESTICO,2
6146695,SANGUINO 42,DOMESTICO,11
6146696,SANGUINO 44,DOMESTICO,0
6146697,SANGUINO 44 A,DOMESTICO,20
6146698,SANGUINO 48,DOMESTICO,0
6146699,SANGUINO 50,DOMESTICO,15
6146700,SANGUINO 52,DOMESTICO,12
6146701,SANGUINO 54,DOMESTICO,9
6146702,SANGUINO 56,DOMESTICO,7
6146703,SANGUINO 56 A,DOMESTICO,23
6146705,SANGUINO 62,DOMESTICO,16
6146706,SANGUINO 64,DOMESTICO,0
6146707,SANGUINO 68,DOMESTICO,0
6146708,SANGUINO 70,DOMESTICO,0
6146709,SANGUINO 72,DOMESTICO,18
6146710,SANGUINO 74,GARAJES,6
6146711,SANGUINO 76,GARAJES,0
6146712,SANGUINO 55 1º-A,DOMESTICO,3
6146714,SANGUINO 12 A,DOMESTICO,5
6146716,SANGUINO 24 A,DOMESTICO,33
6146720,SANTIAGO 7,DOMESTICO,0
6146722,SANTIAGO 11,DOMESTICO,23
6146723,SANTIAGO 13,DOMESTICO,15
6146724,SANTIAGO 19,DOMESTICO,1
6146725,SANTIAGO 19 A,DOMESTICO,10
6146726,SANTIAGO 23,DOMESTICO,9
6146727,SANTIAGO 23 A,DOMESTICO,17
6146728,SANTIAGO 25,DOMESTICO,0
6146729,SANTIAGO 27,DOMESTICO,0
6146730,SANTIAGO 29,DOMESTICO,10
6146731,SANTIAGO 31,DOMESTICO,8
6146732,SANTIAGO 33,DOMESTICO,4
6146733,SANTIAGO 41,DOMESTICO,9
6146734,SANTIAGO 47,DOMESTICO,20
6146735,SANTIAGO 49,DOMESTICO,16
6146736,SANTIAGO 49 1,DOMESTICO,25
6146737,SANTIAGO 57,DOMESTICO,25
6146738,SANTIAGO 59,DOMESTICO,14
6146739,SANTIAGO 63,DOMESTICO,23
6146741,SANTIAGO 67,DOMESTICO,7
6146742,SANTIAGO 69,DOMESTICO,1
6146743,SANTIAGO 71,DOMESTICO,0
6146745,SANTIAGO 2,DOMESTICO,10
6146746,SANTIAGO 4,DOMESTICO,9
6146747,SANTIAGO 6,DOMESTICO,0
6146748,SANTIAGO 8,DOMESTICO,2
6146749,SANTIAGO 12,DOMESTICO,0
6146750,SANTIAGO 14,DOMESTICO,14
6146751,SANTIAGO 18,DOMESTICO,0
6146752,SANTIAGO 16 A,DOMESTICO,0
6146755,SANTIAGO 26,DOMESTICO,31
6146756,SANTIAGO 30,DOMESTICO,1
6146757,SANTIAGO 32,DOMESTICO,0
6146759,SANTIAGO 40,DOMESTICO,27
6146760,SANTIAGO 42,DOMESTICO,7
6146762,SANTIAGO 46,DOMESTICO,1
6146763,SANTIAGO 52,DOMESTICO,14
6146764,SANTIAGO 54,DOMESTICO,1
6146770,SANTIAGO 74,DOMESTICO,6
6146771,SANTIAGO 76,DOMESTICO,21
6146772,SANTIAGO 49 2º-B,DOMESTICO,21
6146774,VALLE DEL AMBROZ SN,GARAJES,0
6146775,SANTIAGO 38,GARAJES,0
6146776,SANTIAGO 53,DOMESTICO,17
6146777,SANTIAGO 10,DOMESTICO,22
6146778,SATURNINO MARTIN MORENO 1,DOMESTICO,33
6146779,SATURNINO MARTIN MORENO 3,DOMESTICO,12
6146780,SATURNINO MARTIN MORENO 5,DOMESTICO,23
6146781,SATURNINO MARTIN MORENO 7,DOMESTICO,12
6146783,SOLANA 24,DOMESTICO,12
6146784,"SOLEDAD, RDA. SN",NO DOMESTICO,0
6146785,"SOLEDAD, RDA. SN",GARAJES,2
6146786,"SOLEDAD, RDA. SN",GARAJES,0
6146787,"SOLEDAD, RDA. SN",GARAJES,31
6146788,"SOLEDAD, RDA. SN",GARAJES,0
6146789,"SOLEDAD, RDA. SN",NO DOMESTICO,2
6146790,"SOLEDAD, RDA. SN",NO DOMESTICO,5
6146791,"SOLEDAD, RDA. 31",GARAJES,3
6146792,"SOLEDAD, RDA. SN",GARAJES,11
6146793,"SOLEDAD, RDA. SN",DOMESTICO,32
6146794,SOLEDAD 1,DOMESTICO,1
6146795,SOLEDAD 3,DOMESTICO,4
6146796,SOLEDAD 11,DOMESTICO,16
6146797,SOLEDAD 9,DOMESTICO,0
6146799,SOLEDAD 4,DOMESTICO,17
6146800,SOLEDAD 6,DOMESTICO,2
6146801,SOLEDAD 8,DOMESTICO,0
6146802,SOLEDAD 16,GARAJES,1
6146803,SOLEDAD 22,GARAJES,5
6146804,"SOLEDAD, RDA. SN",GARAJES,23
6146805,PLAZA TOROS 1,DOMESTICO,44
6146806,PLAZA TOROS 2,DOMESTICO,9
6146807,PLAZA TOROS 4,DOMESTICO,8
6146808,PLAZA TOROS 6,DOMESTICO,14
6146810,CTRA. CASAR-ARROYO 4 1º-A,DOMESTICO,30
6146811,PLAZA TOROS 15 A,DOMESTICO,12
6146812,PLAZA TOROS 15,DOMESTICO,1
6146813,PLAZA TOROS 16,DOMESTICO,45
6146814,PLAZA TOROS 17,DOMESTICO,41
6146818,PLAZA TOROS 21,DOMESTICO,0
6146819,PLAZA TOROS 23,DOMESTICO,19
6146820,PLAZA TOROS 24,DOMESTICO,1
6146821,PLAZA TOROS 25 A,DOMESTICO,0
6146822,PLAZA TOROS 25,DOMESTICO,0
6146823,TORO PINTAO 3,DOMESTICO,0
6146824,TORO PINTAO 14,DOMESTICO,19
6146826,TORO PINTAO 8,DOMESTICO,31
